Reg,Reg,Reg,Reg,Fuelbed_number,Fuelbed_Name,Litter,Duff,Depth,Shrub,Herb,1Hr,10Hr,100Hr,3-9S,9-20S,20+S,3-9R,9-20R,20+R,Foli,Bran,CTG,Flame EF,Duff EF,Smolder 1K EF
P,I,N,S,5180_223,DF PP GF (dry)|40-80yr|SC-Rx,3.552,1.728,0.36,1.32771,0.1125,0.375,1.06875,0.45,0.3,0.825,0,1.25,0.6875,0,4.0835175999999995,1.0208793999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_231,DF PP GF (dry)|40-80yr|SC-Rx,4.144,1.2,0.3,0.424867,0.025,1.5,3.8,1.6,0.4,1.1,0,1,0,0,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_232,DF PP GF (dry)|40-80yr|SC-Rx,4.144,1.2,0.3,0.637301,0.0375,1.125,2.85,1.2,0.3,0.825,0,1.1,0.275,0,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_233,DF PP GF (dry)|40-80yr|SC-Rx,4.144,2.352,0.42,0.955951,0.05625,0.5625,1.425,0.6,0.3,0.825,0,1.25,0.6875,0,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_311,DF PP GF (dry)|40-80yr|SC-Rx,1.17216,0.675,0.225,1.274601,0.075,0.15,1.425,0.6,0.36,0.99,0,0.9,0,0,4.5808992,1.1452248,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_312,DF PP GF (dry)|40-80yr|SC-Rx,2.082798,0.675,0.225,1.593252,0.1125,0.15,1.425,0.6,0.27,0.7425,0,0.99,0.2475,0,4.5808992,1.1452248,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_313,DF PP GF (dry)|40-80yr|SC-Rx,2.082798,0.675,0.225,1.7,0.100013,0.19995,1.899525,0.7998,0.135,0.37125,0,1.125,0.61875,0,4.5808992,1.1452248,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_321,DF PP GF (dry)|40-80yr|SC-Rx,0.52096,0.3,0.15,0.849734,0.05,0.1,0.95,0.4,0.32,0.88,0,0.8,0,0,4.0835175999999995,1.0208793999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_322,DF PP GF (dry)|40-80yr|SC-Rx,2.08384,0.3,0.15,1.274601,0.075,0.1,0.95,0.4,0.24,0.66,0,0.88,0.22,0,4.0835175999999995,1.0208793999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_323,DF PP GF (dry)|40-80yr|SC-Rx,2.08384,0.3,0.15,1.699044,0.099975,0.066,0.627,0.264,0.12,0.33,0,1,0.55,0,4.0835175999999995,1.0208793999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_331,DF PP GF (dry)|40-80yr|SC-Rx,0.13024,0.1,0.075,0.424867,0.025,0.05,0.475,0.2,0.22,0.605,0,0.55,0,0,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_332,DF PP GF (dry)|40-80yr|SC-Rx,2.08384,0.1,0.075,0.637301,0.0375,0.05,0.475,0.2,0.165,0.45375,0,0.605,0.15125,0,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_333,DF PP GF (dry)|40-80yr|SC-Rx,2.08384,0.1,0.075,1.699681,0.100013,0.066,0.627,0.264,0.0825,0.226875,0,0.6875,0.378125,0,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_411,DF PP GF (dry)|40-80yr|SC-Rx,2.96,1.2,0.3,1.529522,0.1,0.3,2.85,1.2,0.8,2.2,0,1,0,0,4.195272,1.048818,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_412,DF PP GF (dry)|40-80yr|SC-Rx,2.96,1.875,0.375,1.682474,0.11,0.225,2.1375,0.9,0.6,1.65,0,1.2,0.55,0,4.195272,1.048818,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_413,DF PP GF (dry)|40-80yr|SC-Rx,1.8944,1.875,0.375,1.699299,0.11,0.05625,0.534375,0.225,0.3,0.825,0,1.5,1.375,0,4.195272,1.048818,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_421,DF PP GF (dry)|40-80yr|SC-Rx,3.552,1.2,0.3,1.189628,0.1,0.4,3.8,2,3,6.5,0,1,0,0,2.7187584000000005,0.6796896000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_422,DF PP GF (dry)|40-80yr|SC-Rx,3.552,2.7,0.45,1.546516,0.12,0.3,2.85,1.5,2.25,4.875,0,1.75,1.625,0,2.7187584000000005,0.6796896000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_423,DF PP GF (dry)|40-80yr|SC-Rx,1.998,2.7,0.45,2.010472,0.12,0.075,0.7125,0.375,1.125,2.4375,0,2.875,4.0625,0,2.7187584000000005,0.6796896000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_431,DF PP GF (dry)|40-80yr|SC-Rx,4.736,1.2,0.3,0.849734,0.1,0.6,5.7,2.4,3,6.5,0,1,0,0,1.2422456000000002,0.31056140000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_432,DF PP GF (dry)|40-80yr|SC-Rx,4.736,4.8,0.6,1.274601,0.15,0.45,4.275,1.8,2.25,4.875,0,1.75,1.625,0,1.2422456000000002,0.31056140000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_433,DF PP GF (dry)|40-80yr|SC-Rx,2.664,4.8,0.6,1.911902,0.15,0.1125,1.06875,0.45,1.125,2.4375,0,2.875,4.0625,0,1.2422456000000002,0.31056140000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_511,DF PP GF (dry)|40-80yr|SC-Rx,2.08384,1.2,0.3,1.699469,0.1,0.2,1.9,0.8,0.4,1.1,0,1,0,0,4.976724000000001,1.2441810000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_512,DF PP GF (dry)|40-80yr|SC-Rx,2.521446,1.2,0.3,1.699469,0.1,0.22,2.09,0.88,0.4,1.1,0,1,0,0,4.996164,1.249041,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_513,DF PP GF (dry)|40-80yr|SC-Rx,2.083423,1.2,0.3,1.699469,0.1,0.242,2.299,0.968,0.3,0.825,0,1.1,0.275,0,4.1596512,1.0399128,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_521,DF PP GF (dry)|40-80yr|SC-Rx,2.08384,1.2,0.3,1.699469,0.1,0.2,1.9,0.8,0.4,1.1,0,1,0,0,5.106316800000001,1.2765792000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_522,DF PP GF (dry)|40-80yr|SC-Rx,3.552,1.2,0.3,1.699469,0.125,1,2.375,3,0.4,1.1,0,1,0,0,5.1322352,1.2830588,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_523,DF PP GF (dry)|40-80yr|SC-Rx,1.580245,1.452,0.33,1.699469,0.125,1.25,2.96875,3.75,4,4,4,1.1,0.275,0,2.6315024000000005,0.6578756000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_531,DF PP GF (dry)|40-80yr|SC-Rx,2.08384,1.2,0.3,1.699469,0.1,0.2,1.9,0.8,0.4,1.1,0,1,0,0,5.2575064000000005,1.3143766000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_532,DF PP GF (dry)|40-80yr|SC-Rx,4.736,1.2,0.3,2.124336,0.14,1,3.325,3,0.4,1.1,0,1,0,0,5.2683064,1.3170766,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180_533,DF PP GF (dry)|40-80yr|SC-Rx,1.184,2.028,0.39,2.124336,0.14,1.5,4.9875,4.5,4,4,4,1.1,0.275,0,1.103352,0.275838,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_111,DF PP GF (dry)|40-80yr|SC,3.2967,6.885,1.275,0.822734,0.05,0.9,1.35,2.75,9,5.4,1.35,1.35,4.95,0.45,4.9743607999999995,1.2435901999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_112,DF PP GF (dry)|40-80yr|SC,5.85787,6.885,1.275,1.036855,0.1,1.125,1.6875,3.4375,6.75,4.050001,1.0125,3.6,6.3,0.7875,4.3755936,1.0938984,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_113,DF PP GF (dry)|40-80yr|SC,5.85787,6.885,1.275,1.699469,0.1,1.8,2.7,5.5,3.375,2.025,0.50625,6.975,8.325001,1.29375,4.3755936,1.0938984,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_121,DF PP GF (dry)|40-80yr|SC,0.3663,0.765,0.425,0.404617,0.025,0.45,0.675,1.375,7.5,4.5,1.125,1.125,4.125,0.375,5.0992264,1.2748066,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_122,DF PP GF (dry)|40-80yr|SC,1.4652,0.765,0.425,0.822734,0.1,0.5625,0.84375,1.71875,5.625,3.375,0.84375,3,5.25,0.65625,5.124672800000001,1.2811682000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_123,DF PP GF (dry)|40-80yr|SC,5.8608,0.765,0.425,1.699469,0.1,0.594,0.891,1.815,2.8125,1.6875,0.421875,5.8125,6.9375,1.078125,2.62394,0.655985,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_131,DF PP GF (dry)|40-80yr|SC,0.014652,0.1,0.085,0.079843,0.005,0.09,0.135,0.275,5,3,0.75,0.75,2.75,0.25,5.2462808,1.3115702,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_132,DF PP GF (dry)|40-80yr|SC,1.4652,0.1,0.085,0.822734,0.1,0.135,0.2025,0.4125,3.75,2.25,0.5625,2,3.5,0.4375,5.257021600000001,1.3142554000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_133,DF PP GF (dry)|40-80yr|SC,5.8608,0.1,0.085,1.699469,0.1,0.594,0.891,1.815,1.875,1.125,0.28125,3.875,4.625,0.71875,1.0920672,0.2730168,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_211,DF PP GF (dry)|40-80yr|SC,8.14,12.240001,1.7,1.274601,0.075,2.25,3.375,6.875,10,6,1.5,1.5,5.5,0.5,4.5808992,1.1452248,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_212,DF PP GF (dry)|40-80yr|SC,8.14,12.240001,1.7,1.402062,0.09375,1.6875,2.53125,5.15625,7.5,4.5,1.125,4,7,0.875,4.5808992,1.1452248,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_213,DF PP GF (dry)|40-80yr|SC,8.14,12.240001,1.7,1.542268,0.117188,0.84375,1.265625,2.578125,7.5,4.5,1.125,7.75,9.25,1.4375,4.5808992,1.1452248,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_221,DF PP GF (dry)|40-80yr|SC,9.768001,12.240001,1.7,0.849734,0.05,2.7,4.050001,8.25,10,6,1.5,1.5,5.5,0.5,4.0835175999999995,1.0208793999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_222,DF PP GF (dry)|40-80yr|SC,9.768001,12.240001,1.7,1.062168,0.075,2.025,3.0375,6.1875,7.5,4.5,1.125,4,7,0.875,4.0835175999999995,1.0208793999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_223,DF PP GF (dry)|40-80yr|SC,9.768001,16.320002,2.04,1.32771,0.1125,1.0125,1.51875,3.09375,7.5,4.5,1.125,7.75,9.25,1.4375,4.0835175999999995,1.0208793999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_231,DF PP GF (dry)|40-80yr|SC,11.396001,12.240001,1.7,0.424867,0.025,3.6,5.4,11.000001,10,6,1.5,1.5,5.5,0.5,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_232,DF PP GF (dry)|40-80yr|SC,11.396001,12.240001,1.7,0.637301,0.0375,2.7,4.050001,8.25,7.5,4.5,1.125,4,7,0.875,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_233,DF PP GF (dry)|40-80yr|SC,11.396001,19.040001,2.38,0.955951,0.05625,1.35,2.025,4.125,7.5,4.5,1.125,7.75,9.25,1.4375,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_311,DF PP GF (dry)|40-80yr|SC,3.2967,6.885,1.275,1.274601,0.075,1.35,2.025,4.125,9,5.4,1.35,1.35,4.95,0.45,4.5808992,1.1452248,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_312,DF PP GF (dry)|40-80yr|SC,5.85787,6.885,1.275,1.593252,0.1125,1.35,2.025,4.125,6.75,4.050001,1.0125,3.6,6.3,0.7875,4.5808992,1.1452248,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_313,DF PP GF (dry)|40-80yr|SC,5.85787,6.885,1.275,1.7,0.100013,1.79955,2.699325,5.498625,3.375,2.025,0.50625,6.975,8.325001,1.29375,4.5808992,1.1452248,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_321,DF PP GF (dry)|40-80yr|SC,1.4652,3.06,0.85,0.849734,0.05,0.9,1.35,2.75,8,4.8,1.2,1.2,4.4,0.4,4.0835175999999995,1.0208793999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_322,DF PP GF (dry)|40-80yr|SC,5.8608,3.06,0.85,1.274601,0.075,0.9,1.35,2.75,6,3.6,0.9,3.2,5.6,0.7,4.0835175999999995,1.0208793999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_323,DF PP GF (dry)|40-80yr|SC,5.8608,3.06,0.85,1.699044,0.099975,0.594,0.891,1.815,3,1.8,0.45,6.2,7.400001,1.15,4.0835175999999995,1.0208793999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_331,DF PP GF (dry)|40-80yr|SC,0.3663,0.765,0.425,0.424867,0.025,0.45,0.675,1.375,5.5,3.3,0.825,0.825,3.025,0.275,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_332,DF PP GF (dry)|40-80yr|SC,5.8608,0.765,0.425,0.637301,0.0375,0.45,0.675,1.375,4.125,2.475,0.61875,2.2,3.85,0.48125,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_333,DF PP GF (dry)|40-80yr|SC,5.8608,0.765,0.425,1.699681,0.100013,0.594,0.891,1.815,2.0625,1.2375,0.309375,4.2625,5.0875,0.790625,2.0769808000000003,0.5192452000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_411,DF PP GF (dry)|40-80yr|SC,8.14,12.240001,1.7,1.529522,0.1,2.7,4.050001,8.25,20,12.000001,1.5,1.5,5.5,0.5,4.195272,1.048818,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_412,DF PP GF (dry)|40-80yr|SC,8.14,17.0,2.125,1.682474,0.11,2.025,3.0375,6.1875,15.000001,9,1.125,6.5,8.5,0.875,4.195272,1.048818,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_413,DF PP GF (dry)|40-80yr|SC,5.2096,17.0,2.125,1.699299,0.11,0.50625,0.759375,1.546875,7.5,4.5,0.5625,14.000001,13.000001,1.4375,4.195272,1.048818,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_421,DF PP GF (dry)|40-80yr|SC,9.768001,12.240001,1.7,1.189628,0.1,3.6,5.4,11.000001,25.000002,15.000001,1.5,1.5,5.5,0.5,2.7187584000000005,0.6796896000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_422,DF PP GF (dry)|40-80yr|SC,9.768001,20.400002,2.55,1.546516,0.12,2.7,4.050001,8.25,18.75,11.250001,1.125,7.75,9.25,0.875,2.7187584000000005,0.6796896000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_423,DF PP GF (dry)|40-80yr|SC,5.494499,20.400002,2.55,2.010472,0.12,0.675,1.0125,2.0625,9.375,5.625,0.5625,17.125,14.875001,1.4375,2.7187584000000005,0.6796896000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_431,DF PP GF (dry)|40-80yr|SC,13.024,12.240001,1.7,0.849734,0.1,5.4,8.100001,16.5,40,24.000002,1.5,1.5,5.5,0.5,1.2422456000000002,0.31056140000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_432,DF PP GF (dry)|40-80yr|SC,13.024,27.200001,3.4,1.274601,0.15,4.050001,6.075,12.375001,30.000002,18,1.125,11.500001,11.500001,0.875,1.2422456000000002,0.31056140000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_433,DF PP GF (dry)|40-80yr|SC,7.326,27.200001,3.4,1.911902,0.15,1.0125,1.51875,3.09375,15.000001,9,0.5625,26.500002,20.500002,1.4375,1.2422456000000002,0.31056140000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_511,DF PP GF (dry)|40-80yr|SC,5.8608,12.240001,1.7,1.699469,0.1,1.8,2.7,5.5,10,6,1.5,1.5,5.5,0.5,4.976724000000001,1.2441810000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_512,DF PP GF (dry)|40-80yr|SC,7.091568,12.240001,1.7,1.699469,0.1,1.98,2.97,6.05,10,6,1.5,1.5,5.5,0.5,4.996164,1.249041,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_513,DF PP GF (dry)|40-80yr|SC,5.859628,12.240001,1.7,1.699469,0.1,2.178,3.267,6.655,7.5,4.5,1.125,4,7,0.875,4.1596512,1.0399128,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_521,DF PP GF (dry)|40-80yr|SC,5.8608,12.240001,1.7,1.699469,0.1,1.8,2.7,5.5,10,6,1.5,1.5,5.5,0.5,5.106316800000001,1.2765792000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_522,DF PP GF (dry)|40-80yr|SC,9.768001,12.240001,1.7,1.699469,0.125,2.25,3.375,6.875,10,6,1.5,1.5,5.5,0.5,5.1322352,1.2830588,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_523,DF PP GF (dry)|40-80yr|SC,4.345675,14.8104,1.87,1.699469,0.125,2.8125,4.21875,8.59375,12.500001,7.5,4,4,7,0.875,2.6315024000000005,0.6578756000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_531,DF PP GF (dry)|40-80yr|SC,5.8608,12.240001,1.7,1.699469,0.1,1.8,2.7,5.5,10,6,1.5,1.5,5.5,0.5,5.2575064000000005,1.3143766000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_532,DF PP GF (dry)|40-80yr|SC,13.024,12.240001,1.7,2.124336,0.14,3.15,4.725,9.625,10,6,1.5,1.5,5.5,0.5,5.2683064,1.3170766,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181_533,DF PP GF (dry)|40-80yr|SC,3.256,17.68,2.21,2.124336,0.14,4.725,7.087501,14.437501,20,12.000001,4,4,7,0.875,1.103352,0.275838,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_111,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.27108,0.945,0.225,0.046,0.25,0.02,0.1,0.25,0.9,0.9,0,0.9,0.9,0,4.9540024,1.2385006,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_112,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.481679,0.945,0.225,0.059375,0.5,0.025,0.125,0.3125,0.675,0.675,0,1.125,1.125,0,4.4590376,1.1147594,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_113,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.481679,0.945,0.225,0.104,0.5,0.04,0.2,0.5,0.3375,0.3375,0,1.4625,1.4625,0,4.4590376,1.1147594,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_121,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.03012,0.105,0.075,0.0215,0.125,0.01,0.05,0.125,0.75,0.75,0,0.75,0.75,0,4.951824,1.237956,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_122,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.12048,0.105,0.075,0.046,0.5,0.0125,0.0625,0.15625,0.5625,0.5625,0,0.9375,0.9375,0,4.951608,1.237902,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_123,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.48192,0.105,0.075,0.104,0.5,0.0132,0.066,0.165,0.28125,0.28125,0,1.21875,1.21875,0,2.6747688,0.6686922,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_131,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.001205,0.1,0.015,0.00406,0.025,0.002,0.01,0.025,0.5,0.5,0,0.5,0.5,0,4.949920800000001,1.2374802000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_132,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.12048,0.1,0.015,0.046,0.5,0.003,0.015,0.0375,0.375,0.375,0,0.625,0.625,0,4.949892800000001,1.2374732000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_133,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.48192,0.1,0.015,0.104,0.5,0.0132,0.066,0.165,0.1875,0.1875,0,0.8125,0.8125,0,1.113916,0.278479,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_211,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.6275,1.68,0.3,0.078,0.375,0.5,1,0.625,1,1,0,1,1,0,4.611852,1.152963,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_212,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.6275,1.68,0.3,0.0858,0.46875,0.375,0.75,0.46875,0.75,0.75,0,1.25,1.25,0,4.611852,1.152963,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_213,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.6275,1.68,0.3,0.09438,0.585938,0.1875,0.375,0.234375,0.75,0.75,0,1.625,1.625,0,4.611852,1.152963,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_221,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.753,1.68,0.3,0.052,0.25,1,2,1,1,1,0,1,1,0,4.1177816,1.0294454,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_222,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.753,1.68,0.3,0.065,0.375,0.75,1.5,0.75,0.75,0.75,0,1.25,1.25,0,4.1177816,1.0294454,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_223,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.753,2.4192,0.36,0.08125,0.5625,0.375,0.75,0.375,0.75,0.75,0,1.625,1.625,0,4.1177816,1.0294454,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_231,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.8785,1.68,0.3,0.026,0.125,1.5,3,1.5,1,1,0,1,1,0,2.0588904,0.5147226,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_232,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.8785,1.68,0.3,0.039,0.1875,1.125,2.25,1.125,0.75,0.75,0,1.25,1.25,0,2.0588904,0.5147226,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_233,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.8785,3.2928,0.42,0.0585,0.28125,0.5625,1.125,0.5625,0.75,0.75,0,1.625,1.625,0,2.0588904,0.5147226,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_311,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.27108,0.945,0.225,0.078,0.375,0.03,0.15,0.375,0.9,0.9,0,0.9,0.9,0,4.611852,1.152963,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_312,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.481679,0.945,0.225,0.0975,0.5625,0.03,0.15,0.375,0.675,0.675,0,1.125,1.125,0,4.611852,1.152963,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_313,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.481679,0.945,0.225,0.104032,0.500063,0.03999,0.19995,0.499875,0.3375,0.3375,0,1.4625,1.4625,0,4.611852,1.152963,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_321,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.12048,0.42,0.15,0.052,0.25,0.02,0.1,0.25,0.8,0.8,0,0.8,0.8,0,4.1177816,1.0294454,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_322,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.48192,0.42,0.15,0.078,0.375,0.02,0.1,0.25,0.6,0.6,0,1,1,0,4.1177816,1.0294454,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_323,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.48192,0.42,0.15,0.103974,0.499875,0.0132,0.066,0.165,0.3,0.3,0,1.3,1.3,0,4.1177816,1.0294454,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_331,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.03012,0.105,0.075,0.026,0.125,0.01,0.05,0.125,0.55,0.55,0,0.55,0.55,0,2.0588904,0.5147226,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_332,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.48192,0.105,0.075,0.039,0.1875,0.01,0.05,0.125,0.4125,0.4125,0,0.6875,0.6875,0,2.0588904,0.5147226,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_333,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.48192,0.105,0.075,0.104013,0.500063,0.0132,0.066,0.165,0.20625,0.20625,0,0.89375,0.89375,0,2.0588904,0.5147226,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_411,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.6275,1.68,0.3,0.0936,0.5,0.06,0.3,0.75,2,2,0,1,1,0,4.2126416,1.0531604,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_412,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.6275,2.625,0.375,0.10296,0.55,0.045,0.225,0.5625,1.5,1.5,0,1.5,1.5,0,4.2126416,1.0531604,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_413,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.4016,2.625,0.375,0.10399,0.55,0.01125,0.05625,0.140625,0.75,0.75,0,2.25,2.25,0,4.2126416,1.0531604,User Supplied,User Supplied,User Supplied,User Supplied
