Reg,Reg,Reg,Reg,Fuelbed_number,Fuelbed_Name,Litter,Duff,Depth,Shrub,Herb,1Hr,10Hr,100Hr,3-9S,9-20S,20+S,3-9R,9-20R,20+R,Foli,Bran,CTG,Flame EF,Duff EF,Smolder 1K EF
P,I,N,S,5182_421,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.753,1.68,0.3,0.0728,0.5,0.2,1,2,3,6.5,0,1,1,0,2.7277472,0.6819368,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_422,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.753,3.6,0.45,0.09464,0.6,0.15,0.75,1.5,2.25,4.875,0,1.75,2.625,0,2.7277472,0.6819368,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_423,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.423563,3.6,0.45,0.123032,0.6,0.0375,0.1875,0.375,1.125,2.4375,0,2.875,5.0625,0,2.7277472,0.6819368,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_431,DF PP GF (dry)|80-150yr|SC-Rx|Low density,1.004,1.68,0.3,0.052,0.5,0.2,1,2,4,6.5,0,1,1,0,1.2428528,0.3107132,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_432,DF PP GF (dry)|80-150yr|SC-Rx|Low density,1.004,4.8,0.6,0.078,0.75,0.15,0.75,1.5,3,4.875,0,2,2.625,0,1.2428528,0.3107132,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_433,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.56475,4.8,0.6,0.117,0.75,0.0375,0.1875,0.375,1.5,2.4375,0,3.5,5.0625,0,1.2428528,0.3107132,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_511,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.48192,1.68,0.3,0.104,0.5,0.04,0.2,0.5,1,1,0,1,1,0,4.9550904000000005,1.2387726000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_512,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.5522,1.68,0.3,0.104,0.5,0.044,0.22,0.55,1,1,0,1,1,0,4.955089600000001,1.2387724000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_513,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.456272,1.68,0.3,0.104,0.5,0.0484,0.242,0.605,0.75,0.75,0,1.25,1.25,0,4.237390400000001,1.0593476000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_521,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.48192,1.68,0.3,0.104,0.5,0.04,0.2,0.5,1,1,0,1,1,0,4.9550888,1.2387722,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_522,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.753,1.68,0.3,0.104,0.625,1,2,3,1,1,0,1,1,0,4.9550904,1.2387726,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_523,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.335001,2.0328,0.33,0.104,0.625,1.25,2.5,3.75,4,4,4,1.25,1.25,0,2.6782512,0.6695628,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_531,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.48192,1.68,0.3,0.104,0.5,0.04,0.2,0.5,1,1,0,1,1,0,4.955089600000001,1.2387724000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_532,DF PP GF (dry)|80-150yr|SC-Rx|Low density,1.004,1.68,0.3,0.13,0.7,1,2,3,1,1,0,1,1,0,4.9550888,1.2387722,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182_533,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.251,2.8392,0.39,0.13,0.7,1.5,3,4.5,4,4,4,1.25,1.25,0,1.119112,0.279778,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_111,DF PP GF (dry)|80-150yr|I&D,2.025,4.275,0.75,0.182445,0.05,0.35,0.8,0.95,10.530001,10.35,1.62,1.98,1.98,0,28.7533776,7.1883444,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_112,DF PP GF (dry)|80-150yr|I&D,3.5982,4.275,0.75,0.269931,0.1,0.4375,1,1.1875,7.897501,7.7625,1.215,4.6125,4.5675,0.405,22.7709024,5.6927256,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_113,DF PP GF (dry)|80-150yr|I&D,3.5982,4.275,0.75,0.63289,0.1,0.7,1.6,1.9,3.94875,3.88125,0.6075,8.561251,8.44875,1.0125,22.7709024,5.6927256,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_121,DF PP GF (dry)|80-150yr|I&D,0.225,0.475,0.25,0.057723,0.025,0.175,0.4,0.475,8.775001,8.625,1.35,1.65,1.65,0,27.103288000000006,6.775822000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_122,DF PP GF (dry)|80-150yr|I&D,0.9,0.475,0.25,0.182445,0.1,0.21875,0.5,0.59375,6.58125,6.46875,1.0125,3.84375,3.80625,0.3375,26.7739464,6.6934866,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_123,DF PP GF (dry)|80-150yr|I&D,3.6,0.475,0.25,0.63289,0.1,0.231,0.528,0.627,3.290625,3.234375,0.50625,7.134376,7.040626,0.84375,13.660514400000004,3.415128600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_131,DF PP GF (dry)|80-150yr|I&D,0.009,0.1,0.05,0.006185,0.005,0.035,0.08,0.095,5.85,5.75,0.9,1.1,1.1,0,25.180156,6.295039,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_132,DF PP GF (dry)|80-150yr|I&D,0.9,0.1,0.05,0.182445,0.1,0.0525,0.12,0.1425,4.3875,4.3125,0.675,2.5625,2.5375,0.225,25.0431208,6.2607802,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_133,DF PP GF (dry)|80-150yr|I&D,3.6,0.1,0.05,0.63289,0.1,0.231,0.528,0.627,2.19375,2.15625,0.3375,4.75625,4.69375,0.5625,5.6901072,1.4225268,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_211,DF PP GF (dry)|80-150yr|I&D,4.5,7.6,1,0.474668,0.075,0.875,2,2.375,11.700001,11.500001,1.8,2.2,2.2,0,27.052036,6.763009,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_212,DF PP GF (dry)|80-150yr|I&D,4.5,7.6,1,0.522135,0.09375,0.65625,1.5,1.78125,8.775001,8.625,1.35,5.125,5.075,0.45,27.052036,6.763009,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_213,DF PP GF (dry)|80-150yr|I&D,4.5,7.6,1,0.574348,0.117188,0.328125,0.75,0.890625,8.775001,8.625,1.35,9.512501,9.387501,1.125,27.052036,6.763009,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_221,DF PP GF (dry)|80-150yr|I&D,5.4,7.6,1,0.316445,0.05,1.05,2.4,2.85,11.700001,11.500001,1.8,2.2,2.2,0,24.593116800000004,6.148279200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_222,DF PP GF (dry)|80-150yr|I&D,5.4,7.6,1,0.395556,0.075,0.7875,1.8,2.1375,8.775001,8.625,1.35,5.125,5.075,0.45,24.593116800000004,6.148279200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_223,DF PP GF (dry)|80-150yr|I&D,5.4,9.6,1.2,0.494446,0.1125,0.39375,0.9,1.06875,8.775001,8.625,1.35,9.512501,9.387501,1.125,24.593116800000004,6.148279200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_231,DF PP GF (dry)|80-150yr|I&D,6.3,7.6,1,0.158223,0.025,1.5,3.2,3.8,11.700001,11.500001,1.8,2.2,2.2,0,14.0132048,3.5033012,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_232,DF PP GF (dry)|80-150yr|I&D,6.3,7.6,1,0.237334,0.0375,1.125,2.4,2.85,8.775001,8.625,1.35,5.125,5.075,0.45,14.0132048,3.5033012,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_233,DF PP GF (dry)|80-150yr|I&D,6.3,11.200001,1.4,0.356001,0.05625,0.5625,1.2,1.425,8.775001,8.625,1.35,9.512501,9.387501,1.125,14.0132048,3.5033012,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_311,DF PP GF (dry)|80-150yr|I&D,2.025,4.275,0.75,0.474668,0.075,0.525,1.2,1.425,10.530001,10.35,1.62,1.98,1.98,0,27.052036,6.763009,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_312,DF PP GF (dry)|80-150yr|I&D,3.5982,4.275,0.75,0.593335,0.1125,0.525,1.2,1.425,7.897501,7.7625,1.215,4.6125,4.5675,0.405,27.052036,6.763009,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_313,DF PP GF (dry)|80-150yr|I&D,3.5982,4.275,0.75,0.633088,0.100013,0.699825,1.5996,1.899525,3.94875,3.88125,0.6075,8.561251,8.44875,1.0125,27.052036,6.763009,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_321,DF PP GF (dry)|80-150yr|I&D,0.9,1.9,0.5,0.316445,0.05,0.35,0.8,0.95,9.360001,9.200001,1.44,1.76,1.76,0,24.593116800000004,6.148279200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_322,DF PP GF (dry)|80-150yr|I&D,3.6,1.9,0.5,0.474668,0.075,0.35,0.8,0.95,7.02,6.9,1.08,4.1,4.06,0.36,24.593116800000004,6.148279200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_323,DF PP GF (dry)|80-150yr|I&D,3.6,1.9,0.5,0.632732,0.099975,0.231,0.528,0.627,3.51,3.45,0.54,7.61,7.51,0.9,24.593116800000004,6.148279200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_331,DF PP GF (dry)|80-150yr|I&D,0.225,0.475,0.25,0.158223,0.025,0.175,0.4,0.475,6.435,6.325,0.99,1.21,1.21,0,14.0132048,3.5033012,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_332,DF PP GF (dry)|80-150yr|I&D,3.6,0.475,0.25,0.237334,0.0375,0.175,0.4,0.475,4.82625,4.74375,0.7425,2.81875,2.79125,0.2475,14.0132048,3.5033012,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_333,DF PP GF (dry)|80-150yr|I&D,3.6,0.475,0.25,0.632969,0.100013,0.231,0.528,0.627,2.413125,2.371875,0.37125,5.231875,5.163125,0.61875,14.0132048,3.5033012,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_411,DF PP GF (dry)|80-150yr|I&D,4.5,7.6,1,0.569601,0.1,1.05,2.4,2.85,23.400002,23.000002,1.8,2.2,2.2,0,24.428288800000004,6.107072200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_412,DF PP GF (dry)|80-150yr|I&D,4.5,10.0,1.25,0.626561,0.11,0.7875,1.8,2.1375,17.550001,17.25,1.35,8.05,7.95,0.45,24.428288800000004,6.107072200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_413,DF PP GF (dry)|80-150yr|I&D,2.88,10.0,1.25,0.632827,0.11,0.196875,0.45,0.534375,8.775001,8.625,0.675,16.825001,16.575001,1.125,24.428288800000004,6.107072200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_421,DF PP GF (dry)|80-150yr|I&D,5.4,7.6,1,0.443023,0.1,1.4,3.2,3.8,29.250002,28.750002,1.8,2.2,2.2,0,15.812492,3.953123,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_422,DF PP GF (dry)|80-150yr|I&D,5.4,12.000001,1.5,0.57593,0.12,1.05,2.4,2.85,21.937502,21.562502,1.35,9.512501,9.387501,0.45,15.812492,3.953123,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_423,DF PP GF (dry)|80-150yr|I&D,3.0375,12.000001,1.5,0.748709,0.12,0.2625,0.6,0.7125,10.968751,10.781251,0.675,20.481251,20.168751,1.125,15.812492,3.953123,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_431,DF PP GF (dry)|80-150yr|I&D,7.200001,7.6,1,0.316445,0.1,2.1,4.8,5.7,46.800003,46.000004,1.8,2.2,2.2,0,7.1967112,1.7991778,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_432,DF PP GF (dry)|80-150yr|I&D,7.200001,16.0,2,0.474668,0.15,1.575,3.6,4.275,35.100002,34.5,1.35,13.900001,13.700001,0.45,7.1967112,1.7991778,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_433,DF PP GF (dry)|80-150yr|I&D,4.05,16.0,2,0.712002,0.15,0.39375,0.9,1.06875,17.550001,17.25,0.675,31.450001,30.950001,1.125,7.1967112,1.7991778,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_511,DF PP GF (dry)|80-150yr|I&D,3.6,7.6,1,0.63289,0.1,0.7,1.6,1.9,11.700001,11.500001,1.8,2.2,2.2,0,28.756756000000003,7.189189000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_512,DF PP GF (dry)|80-150yr|I&D,3.960001,7.6,1,0.63289,0.1,0.77,1.76,2.09,11.700001,11.500001,1.8,2.2,2.2,0,28.510256800000004,7.127564200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_513,DF PP GF (dry)|80-150yr|I&D,3.272073,7.6,1,0.63289,0.1,0.847,1.936,2.299,8.775001,8.625,1.35,5.125,5.075,0.45,21.636412800000002,5.4091032000000006,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_521,DF PP GF (dry)|80-150yr|I&D,3.6,7.6,1,0.63289,0.1,0.7,1.6,1.9,11.700001,11.500001,1.8,2.2,2.2,0,27.113422400000005,6.778355600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_522,DF PP GF (dry)|80-150yr|I&D,5.4,7.6,1,0.63289,0.125,1,2,3,11.700001,11.500001,1.8,2.2,2.2,0,26.784756800000004,6.696189200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_523,DF PP GF (dry)|80-150yr|I&D,2.4024,8.8,1.1,0.63289,0.125,1.25,2.5,3.75,14.625001,14.375001,4,5.125,5.075,0.45,13.671324800000002,3.4178312000000006,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_531,DF PP GF (dry)|80-150yr|I&D,3.6,7.6,1,0.63289,0.1,0.7,1.6,1.9,11.700001,11.500001,1.8,2.2,2.2,0,25.196202400000004,6.299050600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_532,DF PP GF (dry)|80-150yr|I&D,7.200001,7.6,1,0.791113,0.14,1.225,2.8,3.325,11.700001,11.500001,1.8,2.2,2.2,0,25.059252,6.264813,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183_533,DF PP GF (dry)|80-150yr|I&D,1.8,10.400001,1.3,0.791113,0.14,1.8375,4.2,4.9875,23.400002,23.000002,4,5.125,5.075,0.45,5.7062384,1.4265596,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_111,DF PP GF (dry)|80-150yr,0.7992,3.24,0.9,0.248735,0.05,0.5,0.75,0.55,6.66,1.35,0,4.5,0.9,0,8.128777600000001,2.0321944000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_112,DF PP GF (dry)|80-150yr,1.42009,3.24,0.9,0.336934,0.1,0.625,0.9375,0.6875,4.995,1.0125,0,6.165,1.2375,0,7.3456568,1.8364142,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_113,DF PP GF (dry)|80-150yr,1.42009,3.24,0.9,0.663969,0.1,1,1.5,1.1,2.4975,0.50625,0,8.6625,1.74375,0,7.3456568,1.8364142,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_121,DF PP GF (dry)|80-150yr,0.0888,0.36,0.3,0.103555,0.025,0.25,0.375,0.275,5.55,1.125,0,3.75,0.75,0,7.59528,1.89882,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_122,DF PP GF (dry)|80-150yr,0.3552,0.36,0.3,0.248735,0.1,0.3125,0.46875,0.34375,4.1625,0.84375,0,5.1375,1.03125,0,7.4907248,1.8726812,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_123,DF PP GF (dry)|80-150yr,1.4208,0.36,0.3,0.663969,0.1,0.33,0.495,0.363,2.08125,0.421875,0,7.21875,1.453125,0,4.4009576,1.1002394,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_131,DF PP GF (dry)|80-150yr,0.003552,0.1,0.06,0.017381,0.005,0.05,0.075,0.055,3.7,0.75,0,2.5,0.5,0,6.9791208000000005,1.7447802000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_132,DF PP GF (dry)|80-150yr,0.3552,0.1,0.06,0.248735,0.1,0.075,0.1125,0.0825,2.775,0.5625,0,3.425,0.6875,0,6.936183199999999,1.7340457999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_133,DF PP GF (dry)|80-150yr,1.4208,0.1,0.06,0.663969,0.1,0.33,0.495,0.363,1.3875,0.28125,0,4.8125,0.96875,0,1.8281,0.457025,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_211,DF PP GF (dry)|80-150yr,2.22,5.76,1.2,0.497977,0.075,1.25,1.875,1.375,7.400001,1.5,0,5,1,0,7.905541600000001,1.9763854000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_212,DF PP GF (dry)|80-150yr,2.22,5.76,1.2,0.547775,0.09375,0.9375,1.40625,1.03125,5.55,1.125,0,6.85,1.375,0,7.905541600000001,1.9763854000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_213,DF PP GF (dry)|80-150yr,2.22,5.76,1.2,0.602552,0.117188,0.46875,0.703125,0.515625,5.55,1.125,0,9.625,1.9375,0,7.905541600000001,1.9763854000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_221,DF PP GF (dry)|80-150yr,3.1968,5.76,1.2,0.331985,0.05,1.5,2.25,1.65,7.400001,1.5,0,5,1,0,7.0773456,1.7693364,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_222,DF PP GF (dry)|80-150yr,3.1968,5.76,1.2,0.414981,0.075,1.125,1.6875,1.2375,5.55,1.125,0,6.85,1.375,0,7.0773456,1.7693364,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_223,DF PP GF (dry)|80-150yr,3.1968,8.294401,1.44,0.518726,0.1125,0.5625,0.84375,0.61875,5.55,1.125,0,9.625,1.9375,0,7.0773456,1.7693364,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_231,DF PP GF (dry)|80-150yr,4.144,5.76,1.2,0.165992,0.025,2,3,2.2,7.400001,1.5,0,5,1,0,3.709236,0.927309,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_232,DF PP GF (dry)|80-150yr,4.144,5.76,1.2,0.248989,0.0375,1.5,2.25,1.65,5.55,1.125,0,6.85,1.375,0,3.709236,0.927309,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_233,DF PP GF (dry)|80-150yr,4.144,11.2896,1.68,0.373483,0.05625,0.75,1.125,0.825,5.55,1.125,0,9.625,1.9375,0,3.709236,0.927309,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_311,DF PP GF (dry)|80-150yr,0.7992,3.24,0.9,0.497977,0.075,0.75,1.125,0.825,6.66,1.35,0,4.5,0.9,0,7.905541600000001,1.9763854000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_312,DF PP GF (dry)|80-150yr,1.42009,3.24,0.9,0.622471,0.1125,0.75,1.125,0.825,4.995,1.0125,0,6.165,1.2375,0,7.905541600000001,1.9763854000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_313,DF PP GF (dry)|80-150yr,1.42009,3.24,0.9,0.664177,0.100013,0.99975,1.499625,1.099725,2.4975,0.50625,0,8.6625,1.74375,0,7.905541600000001,1.9763854000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_321,DF PP GF (dry)|80-150yr,0.3552,1.44,0.6,0.331985,0.05,0.5,0.75,0.55,5.92,1.2,0,4,0.8,0,7.0773456,1.7693364,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_322,DF PP GF (dry)|80-150yr,1.4208,1.44,0.6,0.497977,0.075,0.5,0.75,0.55,4.44,0.9,0,5.48,1.1,0,7.0773456,1.7693364,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_323,DF PP GF (dry)|80-150yr,1.4208,1.44,0.6,0.663804,0.099975,0.33,0.495,0.363,2.22,0.45,0,7.7,1.55,0,7.0773456,1.7693364,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_331,DF PP GF (dry)|80-150yr,0.0888,0.36,0.3,0.165992,0.025,0.25,0.375,0.275,4.070001,0.825,0,2.75,0.55,0,3.709236,0.927309,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_332,DF PP GF (dry)|80-150yr,1.4208,0.36,0.3,0.248989,0.0375,0.25,0.375,0.275,3.0525,0.61875,0,3.7675,0.75625,0,3.709236,0.927309,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_333,DF PP GF (dry)|80-150yr,1.4208,0.36,0.3,0.664053,0.100013,0.33,0.495,0.363,1.52625,0.309375,0,5.29375,1.065625,0,3.709236,0.927309,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_411,DF PP GF (dry)|80-150yr,2.22,5.76,1.2,0.597573,0.1,1.5,2.25,1.65,14.800001,3,0,5,1,0,7.240636799999999,1.8101591999999997,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_412,DF PP GF (dry)|80-150yr,2.22,9.0,1.5,0.65733,0.11,1.125,1.6875,1.2375,11.1,2.25,0,8.700001,1.75,0,7.240636799999999,1.8101591999999997,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_413,DF PP GF (dry)|80-150yr,1.4208,9.0,1.5,0.663903,0.11,0.28125,0.421875,0.309375,5.55,1.125,0,14.250001,2.875,0,7.240636799999999,1.8101591999999997,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_421,DF PP GF (dry)|80-150yr,3.1968,5.76,1.2,0.464779,0.1,2,3,2.2,18.5,6.5,0,5,1,0,4.704048800000002,1.1760122000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_422,DF PP GF (dry)|80-150yr,3.1968,12.96,1.8,0.604212,0.12,1.5,2.25,1.65,13.875001,4.875,0,9.625,2.625,0,4.704048800000002,1.1760122000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_423,DF PP GF (dry)|80-150yr,1.7982,12.96,1.8,0.785476,0.12,0.375,0.5625,0.4125,6.9375,2.4375,0,16.5625,5.0625,0,4.704048800000002,1.1760122000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_431,DF PP GF (dry)|80-150yr,4.736,5.76,1.2,0.331985,0.1,3,4.5,3.3,29.600002,6.5,0,5,1,0,2.1674591999999997,0.5418647999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_432,DF PP GF (dry)|80-150yr,4.736,19.200001,2.4,0.497977,0.15,2.25,3.375,2.475,22.200001,4.875,0,12.400001,2.625,0,2.1674591999999997,0.5418647999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_433,DF PP GF (dry)|80-150yr,2.664,19.200001,2.4,0.746966,0.15,0.5625,0.84375,0.61875,11.1,2.4375,0,23.500002,5.0625,0,2.1674591999999997,0.5418647999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_511,DF PP GF (dry)|80-150yr,1.4208,5.76,1.2,0.663969,0.1,1,1.5,1.1,7.400001,1.5,0,5,1,0,8.139504800000001,2.0348762000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_512,DF PP GF (dry)|80-150yr,1.719168,5.76,1.2,0.663969,0.1,1.1,1.65,1.21,7.400001,1.5,0,5,1,0,8.0627,2.015675,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_513,DF PP GF (dry)|80-150yr,1.420516,5.76,1.2,0.663969,0.1,1.21,1.815,1.331,5.55,1.125,0,6.85,1.375,0,6.9912488,1.7478122,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_521,DF PP GF (dry)|80-150yr,1.4208,5.76,1.2,0.663969,0.1,1,1.5,1.1,7.400001,1.5,0,5,1,0,7.627462400000001,1.9068656000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_522,DF PP GF (dry)|80-150yr,3.1968,5.76,1.2,0.663969,0.125,1.25,2,3,7.400001,1.5,0,5,1,0,7.525052,1.881263,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_523,DF PP GF (dry)|80-150yr,1.422221,6.9696,1.32,0.663969,0.125,1.5625,2.5,3.75,9.25,4,4,6.85,1.375,0,4.435284800000001,1.1088212000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_531,DF PP GF (dry)|80-150yr,1.4208,5.76,1.2,0.663969,0.1,1,1.5,1.1,7.400001,1.5,0,5,1,0,7.030076,1.757519,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_532,DF PP GF (dry)|80-150yr,4.736,5.76,1.2,0.829962,0.14,1.75,2.625,3,7.400001,1.5,0,5,1,0,6.987406400000001,1.7468516000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184_533,DF PP GF (dry)|80-150yr,1.184,9.734399,1.56,0.829962,0.14,2.625,3.9375,4.5,14.800001,4,4,6.85,1.375,0,1.8793232,0.4698308,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5185_111,DF PP GF (dry)|80-150yr|SC,2.156625,6.885,1.275,0.269175,0.25,1,1.55,3.25,9,7.2,0.9,1.35,4.95,0.45,8.177666400000001,2.0444166000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5185_112,DF PP GF (dry)|80-150yr|SC,3.832083,6.885,1.275,0.343617,0.5,1.25,1.9375,4.0625,6.75,5.4,0.675,3.6,6.75,0.675,7.360320800000001,1.8400802000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5185_113,DF PP GF (dry)|80-150yr|SC,3.832083,6.885,1.275,0.5841,0.5,2,3.1,6.5,3.375,2.7,0.3375,6.975,9.450001,1.0125,7.360320800000001,1.8400802000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5185_121,DF PP GF (dry)|80-150yr|SC,0.239625,0.765,0.425,0.128869,0.125,0.5,0.775,1.625,7.5,6,0.75,1.125,4.125,0.375,8.17556,2.04389,User Supplied,User Supplied,User Supplied,User Supplied
